"","Taxa1","Site1","Site2","Spearman_r","p_value","adjust_p","Annotation"
"1","Micrococcus_luteus","Vf","Ll",0.791323894957193,3.51119756625125e-44,2.2055942112905e-41,"***"
"2","Micrococcus_luteus","Vf","Ac",0.75352726725226,6.40887085420284e-38,4.01385982152328e-35,"***"
"3","Moraxella_osloensis","Vf","Ll",0.727512403173898,3.11409318396332e-34,1.9469811422043e-31,"***"
"4","Staphylococcus_epidermidis","Vf","Ac",0.719792007924453,3.21028101439949e-33,2.0056351309843e-30,"***"
"5","Micrococcus_luteus","Ac","Ll",0.709115352398862,7.12764966003512e-32,2.62388852343634e-29,"***"
"6","Moraxella_osloensis","Vf","Ac",0.685440027055299,4.28481447277308e-29,1.14223834327587e-26,"***"
"7","Malassezia_restricta","Vf","Ac",0.662183781061053,1.30598054248598e-26,3.46651192635782e-24,"***"
"8","Micrococcus_luteus","Vf","Ub",0.633066039686192,8.51128600018409e-24,2.24905408564456e-21,"***"
"9","Malassezia_restricta","Fo","Ch",0.624309864909754,5.23228242951965e-23,1.375856321735e-20,"***"
"10","Malassezia_restricta","Vf","Ll",0.620432331838208,1.14829131198172e-22,3.01636336918124e-20,"***"
"11","Micrococcus_luteus","Ub","Ll",0.610022883851353,8.98190886227599e-22,2.35402540915677e-19,"***"
"12","Corynebacterium_pseudogenitalium","Vf","Ac",0.594508532431689,1.67982062248233e-20,4.39438231507885e-18,"***"
"13","Micrococcus_luteus","Ac","Ub",0.589544745626343,4.1483534840586e-20,1.08464252092898e-17,"***"
"14","Staphylococcus_epidermidis","Vf","Ll",0.584593771581213,1.00651784923003e-19,2.62977663140142e-17,"***"
"15","Malassezia_restricta","Ps","Sc",0.580514543423095,2.06584713753176e-19,4.70179921467783e-17,"***"
"16","Dermabacter_sp_HFH0086","Fo","Ac",0.580253944369779,2.16221926415511e-19,4.70179921467783e-17,"***"
"17","Malassezia_restricta","Ac","Ll",0.579938682922895,2.28471053568935e-19,4.96645516829516e-17,"***"
"18","Cutibacterium_acnes","Vf","Ac",0.568919222980575,1.51128901373999e-18,2.92945275905456e-16,"***"
"19","Micrococcus_luteus","Fo","Ub",0.5687690654147,1.54994913340938e-18,2.94459988696189e-16,"***"
"20","Moraxella_osloensis","Ac","Ll",0.561063179596369,5.57016974793093e-18,1.02492174718832e-15,"***"
"21","Staphylococcus_epidermidis","Ac","Ll",0.55798461051523,9.20054266111553e-18,1.69242576696223e-15,"***"
"22","Moraxella_osloensis","Vf","Ub",0.538040105132571,2.10227259761322e-16,3.85674202735814e-14,"***"
"23","Cutibacterium_acnes","Ac","Ub",0.526603165079127,1.15421742181851e-15,2.10695677853378e-13,"***"
"24","Cutibacterium_acnes","Ac","Ll",0.526429160729018,1.18392989042631e-15,2.16088390757664e-13,"***"
"25","Corynebacterium_kroppenstedtii","Vf","Ac",0.526306321631743,1.20535439390356e-15,2.19967066455627e-13,"***"
"26","Moraxella_osloensis","Ub","Ll",0.519728616789358,3.11617261743735e-15,5.67205180369462e-13,"***"
"27","Staphylococcus_hominis","Ac","Ll",0.517036981020379,4.5695122908966e-15,8.30906425125626e-13,"***"
"28","Cutibacterium_acnes","Vf","Ll",0.516294907372684,5.07512195545354e-15,9.22646396604748e-13,"***"
"29","Staphylococcus_hominis","Vf","Ac",0.513361251135341,7.66557597472561e-15,1.39138987185011e-12,"***"
"30","Micrococcus_luteus","Fo","Ll",0.500107326751095,4.7056730528998e-14,7.40503516425367e-12,"***"
"31","Corynebacterium_pseudogenitalium","Vf","Ll",0.492217390270398,1.33609531061446e-13,1.81825606054307e-11,"***"
"32","Micrococcus_luteus","Fo","Vf",0.486046547316927,2.96678090899651e-13,3.87672321918141e-11,"***"
"33","Cutibacterium_acnes","Ub","Ll",0.483778594464862,3.9616725295289e-13,5.17409089340429e-11,"***"
"34","Malassezia_restricta","Vf","Ub",0.483630300775091,4.03699760649792e-13,5.27219656603844e-11,"***"
"35","Staphylococcus_epidermidis","Vf","Ub",0.471989791972185,1.72193611695509e-12,2.23944997299678e-10,"***"
"36","Micrococcus_luteus","Fo","Ac",0.466614263329155,3.30363200505139e-12,4.28485905968447e-10,"***"
"37","Malassezia_restricta","Fo","Ub",0.465850817691144,3.62060843764016e-12,4.69550157688402e-10,"***"
"38","Corynebacterium_kroppenstedtii","Ac","Ll",0.465431785612958,3.8069673422312e-12,4.93668188210892e-10,"***"
"39","Moraxella_osloensis","Ac","Ub",0.460711777584895,6.66917352674466e-12,8.63499214313379e-10,"***"
"40","Malassezia_restricta","Fo","Vf",0.458123608240309,9.03677796915356e-12,1.16909209865475e-09,"***"
"41","Staphylococcus_caprae_capitis","Vf","Ac",0.455864526748702,1.17564423334774e-11,1.51930782674412e-09,"***"
"42","Staphylococcus_hominis","Vf","Ll",0.446250751039163,3.52583571101922e-11,4.13543492127617e-09,"***"
"43","Staphylococcus_hominis","Vf","Ub",0.440612627339457,6.60903004506306e-11,7.47330777916485e-09,"***"
"44","Staphylococcus_epidermidis","Ac","Ub",0.418861551112019,6.71522966373146e-10,7.20052276066715e-08,"***"
"45","Staphylococcus_epidermidis","Fo","Ch",0.417457925209994,7.75550811290772e-10,8.30754480018039e-08,"***"
"46","Cutibacterium_granulosum","Vf","Ac",0.416273251433762,8.75343913906678e-10,9.3701724940013e-08,"***"
"47","Malassezia_restricta","Ac","Ub",0.411342408538504,1.44142897099762e-09,1.43200431783211e-07,"***"
"48","Streptococcus_mitis_oralis_pneumoniae","Ps","Ax",0.411331115295689,1.4430631693223e-09,1.43200431783211e-07,"***"
"49","Staphylococcus_caprae_capitis","Ac","Ll",0.408478182616785,1.91873701787078e-09,1.84536720522795e-07,"***"
"50","Dermabacter_sp_HFH0086","Ac","Ub",0.407217804142732,2.17424195878641e-09,2.03421974969569e-07,"***"
"51","Malassezia_restricta","Ch","Vf",0.404241196171297,2.91498317338196e-09,2.66883114463821e-07,"***"
"52","Cutibacterium_acnes","Ps","Sc",0.400471612498182,4.20820826875992e-09,3.73506814140626e-07,"***"
"53","Corynebacterium_tuberculostearicum","Vf","Ac",0.398793656373885,4.94812448567248e-09,4.33382113156021e-07,"***"
"54","Cutibacterium_acnes","Vf","Ub",0.398778969474237,4.95512479639468e-09,4.33980239882055e-07,"***"
"55","Corynebacterium_kroppenstedtii","Ps","Sc",0.397209505123174,5.76093962186058e-09,5.0408490178472e-07,"***"
"56","Micrococcus_luteus","Fo","Ch",0.392394540715923,9.10201639840298e-09,7.78977830085715e-07,"***"
"57","Staphylococcus_epidermidis","Fo","Ac",0.392341233312926,9.14785110360223e-09,7.82874067303201e-07,"***"
"58","Corynebacterium_pseudogenitalium","Ac","Ll",0.389811583311761,1.15983076467824e-08,9.91546550105694e-07,"***"
"59","Staphylococcus_epidermidis","Fo","Vf",0.38905897214159,1.24421038620827e-08,1.0629303294191e-06,"***"
"60","Malassezia_restricta","Ch","Ub",0.388720957444255,1.28400524347068e-08,1.09685318130064e-06,"***"
"61","Brevibacterium_casei","Vf","Ac",0.388068114198316,1.36436702336941e-08,1.16506978336188e-06,"***"
"62","Staphylococcus_caprae_capitis","Vf","Ll",0.372019065857812,5.82423960892028e-08,4.54391441239817e-06,"***"
"63","Corynebacterium_kroppenstedtii","Fo","Ub",0.371381744151399,6.15988902822179e-08,4.80252688035856e-06,"***"
"64","Malassezia_restricta","Ub","Ll",0.370352590658791,6.74149913304413e-08,5.25209902919749e-06,"***"
"65","Staphylococcus_epidermidis","Ub","Ll",0.36828279672817,8.07511181736343e-08,6.2076941449142e-06,"***"
"66","Micrococcus_luteus","Ps","Sc",0.36420373523007,1.14825131896131e-07,8.72235336582143e-06,"***"
"67","Corynebacterium_tuberculostearicum","Vf","Ll",0.358928667588767,1.7973329175589e-07,1.32040875038574e-05,"***"
"68","Corynebacterium_kroppenstedtii","Vf","Ll",0.356601825480174,2.18450872014148e-07,1.59915451689502e-05,"***"
"69","Dermabacter_sp_HFH0086","Vf","Ub",-0.355334481941847,2.4278217466044e-07,1.73409798858957e-05,"***"
"70","Moraxella_osloensis","Fo","Ch",0.354444298419931,2.61403780254123e-07,1.86248613574629e-05,"***"
"71","Staphylococcus_epidermidis","Fo","Ub",0.34682979548054,4.87373253120051e-07,3.29266444295296e-05,"***"
"72","Corynebacterium_kroppenstedtii","Ch","Vf",0.345508527126567,5.42108593185478e-07,3.65835761098894e-05,"***"
"73","Finegoldia_magna","Fo","Ub",0.344108743746662,6.0649464351067e-07,4.01997147568744e-05,"***"
"74","Cutibacterium_avidum","Fo","Vf",0.340612379567612,8.00827113788489e-07,5.22685591006145e-05,"***"
"75","Cutibacterium_acnes","Fo","Ch",0.336385035770306,1.11566258149214e-06,6.98753956430128e-05,"***"
"76","Cutibacterium_avidum","Vf","Ac",0.335577501418992,1.18794882118357e-06,7.43641879190228e-05,"***"
"77","Corynebacterium_pseudogenitalium","Ps","Sc",0.328945892433547,1.97602936138342e-06,0.000119654436335368,"***"
"78","Moraxella_osloensis","Fo","Ub",0.325129106350663,2.63424072279307e-06,0.000156975949269998,"***"
"79","Malassezia_restricta","Ps","Vf",0.324072091378519,2.85059864746705e-06,0.000169669393373916,"***"
"80","Staphylococcus_epidermidis","Ch","Vf",0.321972680475964,3.33151077882707e-06,0.000192731240483312,"***"
"81","Cutibacterium_avidum","Ch","Ll",0.320913672810124,3.60248013759394e-06,0.000208207497918804,"***"
"82","Cutibacterium_avidum","Ac","Ub",0.320696738745879,3.66051671934416e-06,0.000211527993486034,"***"
"83","Cutibacterium_avidum","Vf","Ll",0.317440084624513,4.64614470574692e-06,0.00026222447996946,"***"
"84","Cutibacterium_avidum","Fo","Ub",0.317025534397538,4.78836560952914e-06,0.000267112104831562,"***"
"85","Corynebacterium_kroppenstedtii","Ch","Ac",0.314120576203311,5.90745972328003e-06,0.000326954341177796,"***"
"86","Malassezia_restricta","Sc","Ub",0.309200459640448,8.389172406976e-06,0.000443801438078225,"***"
"87","Cutibacterium_avidum","Fo","Ch",0.308806465965152,8.62579636950164e-06,0.000456224025475658,"***"
"88","Staphylococcus_hominis","Ub","Ll",0.305678947370703,1.07418125495312e-05,0.000554533328754086,"***"
"89","Malassezia_restricta","Fo","Sc",0.304222079497432,1.18874802014805e-05,0.000612529302564704,"***"
"90","Malassezia_restricta","Ch","Ll",0.303554558410904,1.24502294232872e-05,0.000636095045398685,"***"
"91","Staphylococcus_caprae_capitis","Vf","Ub",0.303312812129152,1.26601845390611e-05,0.000646704546595101,"***"
"92","Malassezia_restricta","Sc","Vf",0.302066519994098,1.37968418636631e-05,0.000699494611356167,"***"
"93","Malassezia_restricta","Fo","Ll",0.29938663241935,1.65764942960447e-05,0.000826436661452951,"***"
"94","Finegoldia_magna","Ps","Sc",0.298070678530159,1.81279128856798e-05,0.000901620441627499,"***"
"95","Staphylococcus_caprae_capitis","Ac","Ub",0.296984007466763,1.95115009338968e-05,0.000964078943526503,"***"
"96","Malassezia_restricta","Ch","Sc",0.296765865396155,1.98010174123566e-05,0.00096595595511311,"***"
